idx,base_osmid,layer,lat,lon,node_type
4644,1893,0,8.241371399999998,124.27155450000001,intersection
4645,1893,2,8.241371399999998,124.27155450000001,intersection
4646,4213,0,8.240840999999998,124.2717661,intersection
4647,4213,2,8.240840999999998,124.2717661,intersection
4648,1895,0,8.2421484,124.27082260000002,intersection
4649,1895,2,8.2421484,124.27082260000002,intersection
4650,1901,0,8.242305,124.270653,intersection
4651,1901,2,8.242305,124.270653,intersection
4652,3014,0,8.2429288,124.2709829,intersection
4653,3014,2,8.2429288,124.2709829,intersection
4654,1926,0,8.2438844,124.27466150000001,intersection
4655,1926,2,8.2438844,124.27466150000001,intersection
4656,1898,0,8.2435155,124.2689726,intersection
4657,1898,2,8.2435155,124.2689726,intersection
4658,1899,0,8.243829999999999,124.2690209,intersection
4659,1899,2,8.243829999999999,124.2690209,intersection
4660,1900,0,8.243644199999999,124.2681277,intersection
4661,1900,2,8.243644199999999,124.2681277,intersection
4662,1980,0,8.243754399999998,124.2692864,intersection
4663,1980,2,8.243754399999998,124.2692864,intersection
4664,1981,0,8.2463266,124.26933870000002,intersection
4665,1981,2,8.2463266,124.26933870000002,intersection
4666,1902,0,8.243748400005831,124.26764890000241,intersection
4667,1902,2,8.243748400005831,124.26764890000241,intersection
4668,1906,0,8.2442096,124.26817859999998,intersection
4669,1906,2,8.2442096,124.26817859999998,intersection
4670,1903,0,8.2435614,124.26762529999999,intersection
4671,1903,2,8.2435614,124.26762529999999,intersection
4672,1904,0,8.2439163,124.2669321,intersection
4673,1904,2,8.2439163,124.2669321,intersection
4674,1979,0,8.244258500000003,124.267744,intersection
4675,1979,2,8.244258500000003,124.267744,intersection
4676,1978,0,8.2423516,124.26817970000002,intersection
4677,1978,2,8.2423516,124.26817970000002,intersection
4678,1982,0,8.244351100000001,124.2670897,intersection
4679,1982,2,8.244351100000001,124.2670897,intersection
4680,1907,0,8.247129499999998,124.26849249999998,intersection
4681,1907,2,8.247129499999998,124.26849249999998,intersection
4682,1908,0,8.2475197,124.26867750000001,intersection
4683,1908,2,8.2475197,124.26867750000001,intersection
4684,1909,0,8.247210499999998,124.2680968,intersection
4685,1909,2,8.247210499999998,124.2680968,intersection
4686,1910,0,8.248562899999998,124.2690745,intersection
4687,1910,2,8.248562899999998,124.2690745,intersection
4688,1911,0,8.247600700000001,124.26839660000002,intersection
4689,1911,2,8.247600700000001,124.26839660000002,intersection
4690,1912,0,8.2474852,124.26899,intersection
4691,1912,2,8.2474852,124.26899,intersection
4692,1991,0,8.246837499999998,124.268017,intersection
4693,1991,2,8.246837499999998,124.268017,intersection
4694,1913,0,8.249523899999996,124.2694232,intersection
4695,1913,2,8.249523899999996,124.2694232,intersection
4696,1949,0,8.248482000000001,124.269332,intersection
4697,1949,2,8.248482000000001,124.269332,intersection
4698,1950,0,8.248673,124.26882399999998,intersection
4699,1950,2,8.248673,124.26882399999998,intersection
4700,1951,0,8.248763399999998,124.26858899999999,intersection
4701,1951,2,8.248763399999998,124.26858899999999,intersection
4702,1946,0,8.247461300000001,124.26926760000002,intersection
4703,1946,2,8.247461300000001,124.26926760000002,intersection
4704,1914,0,8.250072,124.26963240000002,intersection
4705,1914,2,8.250072,124.26963240000002,intersection
4706,1915,0,8.249597899999998,124.2692126,intersection
4707,1915,2,8.249597899999998,124.2692126,intersection
4708,1916,0,8.249427599999997,124.26970609999998,intersection
4709,1916,2,8.249427599999997,124.26970609999998,intersection
4710,1918,0,8.250586099999998,124.26982219999998,intersection
4711,1918,2,8.250586099999998,124.26982219999998,intersection
4712,1960,0,8.2499957,124.2698927,intersection
4713,1960,2,8.2499957,124.2698927,intersection
4714,1961,0,8.250154599999998,124.2693956,intersection
4715,1961,2,8.250154599999998,124.2693956,intersection
4716,1957,0,8.249679099999998,124.2690115,intersection
4717,1957,2,8.249679099999998,124.2690115,intersection
4718,1956,0,8.249334700000002,124.2699432,intersection
4719,1956,2,8.249334700000002,124.2699432,intersection
4720,1917,0,8.251928099999999,124.2704049,intersection
4721,1917,2,8.251928099999999,124.2704049,intersection
4722,1919,0,8.252814700000002,124.2707583,intersection
4723,1919,2,8.252814700000002,124.2707583,intersection
4724,1920,0,8.252072099999998,124.2700253,intersection
4725,1920,2,8.252072099999998,124.2700253,intersection
4726,1921,0,8.251985199999998,124.27129339999999,intersection
4727,1921,2,8.251985199999998,124.27129339999999,intersection
4728,1976,0,8.252812700000002,124.2710868,intersection
4729,1976,2,8.252812700000002,124.2710868,intersection
4730,1970,0,8.252852500000001,124.27033510000001,intersection
4731,1970,2,8.252852500000001,124.27033510000001,intersection
4732,1971,0,8.252222099999996,124.2696713,intersection
4733,1971,2,8.252222099999996,124.2696713,intersection
4734,1968,0,8.252376099999998,124.2709728,intersection
4735,1968,2,8.252376099999998,124.2709728,intersection
4736,1969,0,8.2522666,124.2715535,intersection
4737,1969,2,8.2522666,124.2715535,intersection
4738,1922,0,8.252469,124.26906909999998,intersection
4739,1922,2,8.252469,124.26906909999998,intersection
4740,1923,0,8.2520589,124.2690557,intersection
4741,1923,2,8.2520589,124.2690557,intersection
4742,1924,0,8.252390699999996,124.2692354,intersection
4743,1924,2,8.252390699999996,124.2692354,intersection
4744,1925,0,8.2529726,124.26903490000001,intersection
4745,1925,2,8.2529726,124.26903490000001,intersection
4746,1967,0,8.251748700000002,124.26984639999999,intersection
4747,1967,2,8.251748700000002,124.26984639999999,intersection
4748,1966,0,8.2516759,124.26922,intersection
4749,1966,2,8.2516759,124.26922,intersection
4750,1972,0,8.252978599999999,124.26997300000001,intersection
4751,1972,2,8.252978599999999,124.26997300000001,intersection
4752,2119,0,8.253370099999996,124.2680593,intersection
4753,2119,2,8.253370099999996,124.2680593,intersection
4754,2120,0,8.253816099999996,124.26905010000002,intersection
4755,2120,2,8.253816099999996,124.26905010000002,intersection
4756,1927,0,8.2456377,124.27268610000002,intersection
4757,1927,2,8.2456377,124.27268610000002,intersection
4758,1929,0,8.2458992,124.2722891,intersection
4759,1929,2,8.2458992,124.2722891,intersection
4760,1930,0,8.245304999999998,124.27254399999998,intersection
4761,1930,2,8.245304999999998,124.27254399999998,intersection
4762,1928,0,8.2470618,124.27105669999999,intersection
4763,1928,2,8.2470618,124.27105669999999,intersection
4764,1940,0,8.246929100000001,124.27159580000001,intersection
4765,1940,2,8.246929100000001,124.27159580000001,intersection
4766,1941,0,8.247174999999999,124.27061440000001,intersection
4767,1941,2,8.247174999999999,124.27061440000001,intersection
4768,1942,0,8.2482617,124.27153730000002,intersection
4769,1942,2,8.2482617,124.27153730000002,intersection
4770,1935,0,8.246726099999998,124.2725909,intersection
4771,1935,2,8.246726099999998,124.2725909,intersection
4772,1931,0,8.2469786,124.2726997,intersection
4773,1931,2,8.2469786,124.2726997,intersection
4774,1938,0,8.247626,124.2729539,intersection
4775,1938,2,8.247626,124.2729539,intersection
4776,1932,0,8.2465641,124.2705059,intersection
